Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score��,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Eleva
"Running,2026-03-25 09:03:29,false,""Run 1 hour 2 zone"",""12.24"",""874"",""01:00:02"",""138"",""147"",""3.4"",""170"",""174"",""4:54"",""4:36"",""12"",""5"",""1.20"",""8.3"",""10.3"",""236"",""50.4% L / 49.6% R"",""0.0"",""10,098"",""14.0"",""No"",""00:00:01.9"",""14"",""23.0"",""31"",""22"",""36"",""00:59:58"",""01:00:02"",""1"",""9"""
"Running,2026-03-24 09:57:07,false,""Run 24.03.26"",""10.37"",""756"",""00:50:02"",""142"",""159"",""3.6"",""170"",""178"",""4:49"",""4:14"",""18"",""11"",""1.22"",""8.3"",""10.3"",""228"",""50.7% L / 49.3% R"",""0.0"",""8,440"",""16.0"",""No"",""00:00:01.9"",""14"",""24.0"",""32"",""19"",""44"",""00:50:00"",""00:50:02"",""-6"",""4"""
"Running,2026-03-22 21:29:12,false,""Run 22.03.25"",""17.21"",""1,200"",""01:20:02"",""138"",""153"",""3.9"",""167"",""182"",""4:39"",""3:14"",""10"",""1"",""1.28"",""8.2"",""10.8"",""244"",""50.5% L / 49.5% R"",""0.0"",""13,236"",""16.0"",""No"",""00:00:01.7"",""26"",""27.0"",""30"",""18"",""44"",""01:19:55"",""01:20:02"",""-4"",""7"""
"Running,2026-03-21 11:42:28,false,""Run 21.03.26"",""14.53"",""1,071"",""01:15:01"",""139"",""159"",""3.6"",""164"",""192"",""5:10"",""3:12"",""125"",""101"",""1.15"",""8.9"",""10.1"",""241"",""50.6% L / 49.4% R"",""0.0"",""12,066"",""16.0"",""No"",""00:00:36.2"",""34"",""25.0"",""31"",""19"",""40"",""01:14:44"",""01:15:01"",""-15"",""22"""
"Running,2026-03-19 21:26:38,false,""Run 1 hour 2 zone"",""12.02"",""867"",""01:00:02"",""138"",""154"",""3.4"",""167"",""170"",""5:00"",""4:44"",""8"",""5"",""1.20"",""8.6"",""10.6"",""243"",""50.3% L / 49.7% R"",""0.0"",""9,916"",""-17.0"",""No"",""00:00:02.3"",""14"",""24.0"",""29"",""20"",""39"",""00:59:59"",""01:00:02"",""-4"",""1"""
"Running,2026-03-18 20:11:17,false,""Run 18.03.26"",""11.48"",""850"",""01:00:01"",""138"",""167"",""3.5"",""164"",""201"",""5:14"",""2:42"",""86"",""80"",""1.16"",""8.8"",""10.0"",""246"",""50.0% L / 50.0% R"",""0.0"",""9,620"",""11.0"",""No"",""00:00:19.6"",""32"",""26.0"",""32"",""19"",""41"",""00:59:49"",""01:00:01"",""-2"",""18"""
"Running,2026-03-17 08:45:49,false,""Run 17.03.26"",""14.94"",""1,097"",""01:15:01"",""143"",""163"",""3.8"",""171"",""192"",""5:01"",""3:05"",""12"",""5"",""1.17"",""8.5"",""10.1"",""240"",""50.9% L / 49.1% R"",""0.0"",""12,652"",""12.0"",""No"",""00:00:01.0"",""24"",""23.0"",""31"",""17"",""44"",""01:14:56"",""01:15:01"",""-8"",""-1"""
"Running,2026-03-15 11:12:54,false,""Run 15.03.26"",""13.36"",""1,014"",""01:10:01"",""143"",""166"",""3.7"",""163"",""188"",""5:14"",""3:03"",""85"",""89"",""1.15"",""9.0"",""10.2"",""242"",""50.0% L / 50.0% R"",""0.0"",""11,224"",""16.0"",""No"",""00:00:30.1"",""32"",""22.0"",""34"",""15"",""50"",""01:09:25"",""01:10:01"",""-2"",""18"""
"Running,2026-03-12 20:33:11,false,""Running"",""8.81"",""634"",""00:40:08"",""144"",""155"",""3.6"",""170"",""175"",""4:33"",""4:12"",""10"",""5"",""1.28"",""8.0"",""10.5"",""233"",""50.5% L / 49.5% R"",""0.0"",""6,742"",""12.0"",""No"",""00:03:41.2"",""9"",""26.0"",""34"",""21"",""42"",""00:40:06"",""00:40:08"",""-2"",""9"""
"Running,2026-03-01 17:13:04,false,""Run 01.03.26"",""19.92"",""1,459"",""01:40:02"",""140"",""166"",""4.2"",""168"",""175"",""5:01"",""3:53"",""27"",""16"",""1.19"",""8.5"",""10.3"",""246"",""49.5% L / 50.5% R"",""0.0"",""16,616"",""14.0"",""No"",""00:00:02.3"",""24"",""26.0"",""34"",""20"",""42"",""01:39:52"",""01:40:02"",""-6"",""9"""
"Running,2026-02-25 22:25:20,false,""1 h 15 m, 2 zone"",""14.54"",""1,029"",""01:15:03"",""132"",""142"",""3.3"",""169"",""172"",""5:10"",""4:13"",""85"",""55"",""1.15"",""8.7"",""10.2"",""247"",""50.8% L / 49.2% R"",""0.0"",""12,554"",""11.0"",""No"",""00:00:03.0"",""16"",""22.0"",""34"",""16"",""42"",""01:15:01"",""01:15:03"",""-28"",""69"""
"Running,2026-02-24 23:51:36,false,""Run 24.02.26"",""15.98"",""1,144"",""01:15:02"",""144"",""159"",""3.9"",""167"",""180"",""4:42"",""3:18"",""60"",""49"",""1.27"",""8.2"",""10.6"",""237"",""50.4% L / 49.6% R"",""0.0"",""12,364"",""14.0"",""No"",""00:00:01.4"",""30"",""26.0"",""34"",""26"",""45"",""01:14:53"",""01:15:02"",""-144"",""76"""
"Running,2026-02-22 16:49:07,false,""1 h 45 m, 2 zone"",""21.88"",""1,528"",""01:45:02"",""138"",""159"",""4.0"",""169"",""175"",""4:48"",""4:18"",""120"",""128"",""1.23"",""8.0"",""10.2"",""245"",""51.2% L / 48.8% R"",""0.0"",""17,572"",""13.0"",""No"",""00:00:01.6"",""23"",""25.0"",""32"",""17"",""39"",""01:44:53"",""01:45:02"",""-118"",""96"""
"Running,2026-02-19 22:12:05,false,""Run 19.02.26"",""14.20"",""986"",""01:07:50"",""141"",""162"",""3.7"",""166"",""216"",""4:47"",""3:28"",""55"",""52"",""1.24"",""8.1"",""10.0"",""236"",""50.2% L / 49.8% R"",""0.0"",""11,074"",""10.0"",""No"",""00:00:36.3"",""31"",""21.0"",""33"",""16"",""40"",""01:07:44"",""01:07:50"",""-275"",""199"""
"Running,2026-02-18 23:56:36,false,""1 h 15 m, 2 zone"",""15.67"",""1,107"",""01:15:03"",""142"",""156"",""3.6"",""170"",""176"",""4:47"",""4:09"",""11"",""15"",""1.23"",""8.3"",""10.4"",""227"",""50.0% L / 50.0% R"",""0.0"",""12,656"",""16.0"",""No"",""00:00:02.6"",""17"",""26.0"",""30"",""24"",""41"",""01:14:58"",""01:15:03"",""-8"",""8"""
"Running,2026-02-17 20:53:01,false,""Run 17.02.26"",""13.60"",""1,104"",""01:10:02"",""160"",""182"",""4.1"",""166"",""192"",""5:09"",""3:01"",""96"",""89"",""1.17"",""--"",""--"",""--"",""--"",""0.0"",""11,596"",""17.0"",""No"",""00:00:32.3"",""33"",""26.0"",""--"",""--"",""--"",""01:09:19"",""01:10:02"",""-1"",""17"""
"Running,2026-02-15 17:58:44,false,""Run 15.02.26"",""20.56"",""1,437"",""01:35:02"",""142"",""156"",""4.3"",""170"",""177"",""4:37"",""4:01"",""18"",""13"",""1.26"",""7.8"",""10.1"",""243"",""50.1% L / 49.9% R"",""0.0"",""16,064"",""-17.0"",""No"",""00:00:02.4"",""25"",""29.0"",""33"",""19"",""49"",""01:34:58"",""01:35:02"",""2"",""10"""
"Running,2026-02-13 21:00:24,false,""50 min 2 zone"",""9.78"",""706"",""00:50:02"",""137"",""149"",""3.1"",""167"",""170"",""5:07"",""4:39"",""39"",""27"",""1.17"",""8.8"",""10.6"",""241"",""50.7% L / 49.3% R"",""0.0"",""8,272"",""21.0"",""No"",""00:00:02.0"",""11"",""28.0"",""29"",""21"",""36"",""00:49:59"",""00:50:02"",""-1"",""13"""
"Running,2026-02-12 23:55:00,false,""Run 12.02.26"",""13.93"",""1,012"",""01:15:04"",""140"",""165"",""3.7"",""158"",""223"",""5:23"",""2:44"",""35"",""34"",""1.15"",""8.2"",""9.4"",""248"",""50.3% L / 49.7% R"",""0.0"",""11,732"",""18.0"",""No"",""00:00:36.5"",""26"",""25.0"",""32"",""20"",""42"",""01:14:39"",""01:15:04"",""-1"",""7"""
